Date,Region,AvgPrice,4046,4225,4770,SBags,LBags,XLBags,TotalBags,TotalVol,Type.Conventional,Type.Organic,Longitude,Latitude
21/01/2018,Raleigh/Greensboro,1.12,101929.83,102790.68,4632.9,191459.41,7012.18,0,198471.59,407825,1,0,-78.644257,35.787743
21/01/2018,Charlotte,1.11,74246.57,80371.21,4657.83,165016.97,7031.3,1.11,172049.38,331324.99,1,0,-80.843124,35.227085
21/01/2018,Midsouth,1.13,834676.76,1528592.15,23691.17,1400848.71,232308.25,2432.71,1635589.67,4022549.75,1,0,,
21/01/2018,Great Lakes,1.08,939693.95,1678615.71,599358.14,1091946.07,411120.89,103851.41,1606918.37,4824586.17,1,0,-82.484612,45.052238
21/01/2018,Phoenix/Tucson,0.78,613600.56,246703.53,13332.26,210780.39,226079.75,4833.34,441693.48,1315329.83,1,0,-112.074036,33.448376
21/01/2018,Grand Rapids,1.01,2991.23,143928.98,137321.51,23516.4,1183.72,40623.22,65323.34,349565.06,1,0,-85.670006,42.963795
21/01/2018,Richmond/Norfolk,1.12,72502.51,112843.42,1772.99,112298.65,22855.4,0,135154.05,322272.97,1,0,-77.4360481,37.5407246
21/01/2018,Detroit,0.96,87365.29,220100.47,46163.59,146574.63,65171.17,4786.8,216532.6,570161.95,1,0,-83.045753,42.331429
21/01/2018,California,1.12,2378177.09,2590301.7,122950.68,1431898.88,24801.59,61880.7,1518581.17,6610010.64,1,0,-119.417931,36.778259
21/01/2018,Las Vegas,1.05,78984.26,100813.61,6256.28,69513.95,108140.51,446.67,178101.13,364155.28,1,0,-115.172813,36.114647
21/01/2018,San Diego,1.26,192219.39,122174.21,17624.92,121675.53,4729.22,2285.55,128690.3,460708.82,1,0,-117.161087,32.71536
28/01/2018,Harrisburg/Scranton,1.49,409.5,280.03,19.17,21137.86,3.35,0,21141.21,21849.91,0,1,-76.890739,40.26368
28/01/2018,Hartford/Springfield,1.9,468.61,10161.69,2.79,8340.8,0,0,8340.8,18973.89,0,1,-89.65002,39.79999
28/01/2018,Houston,1.45,10288.17,114.77,0,16394.59,56.67,0,16451.26,26854.2,0,1,-95.358421,29.749907
28/01/2018,Great Lakes,1.42,4791.32,53866.78,0,101734.66,39772.77,0,141507.43,200318.01,0,1,-82.484612,45.052238
28/01/2018,Grand Rapids,1.26,45.63,737.22,0,7468.81,0,0,7468.81,8251.66,0,1,-85.670006,42.963795
28/01/2018,California,1.16,2254631.8,2185495.65,121090.87,1480527.7,24545.94,67748.62,1572822.26,6134040.58,1,0,-119.417931,36.778259
28/01/2018,Northeast,1.23,418911.03,3730287.55,8112.22,1278588.12,242866.49,2192.22,1523646.83,5680957.63,1,0,,
28/01/2018,Orlando,1.67,197.96,1131.65,0,5671.11,1402.07,0,7073.18,8402.79,0,1,-81.379234,28.538336
28/01/2018,Indianapolis,1.4,205.04,1254.73,0,4711.37,2743.88,0,7455.25,8935.85,0,1,-86.148003,39.791
28/01/2018,Pittsburgh,1.23,37562.68,19312.87,1415.85,42492.34,18822.61,0,61314.95,119606.35,1,0,-79.995888,40.440624
28/01/2018,Northeast,1.56,23903.56,45738.71,143.8,242631.48,6756.8,0,249388.28,319174.35,0,1,,
28/01/2018,New York,1.75,13196.3,24933.01,128.24,56090.23,2032.5,0,58122.73,96380.28,0,1,-73.935242,40.73061
28/01/2018,Boston,1.22,14384.54,680080.04,2656.9,77511.92,25561,80,103152.92,800274.4,1,0,-71.057083,42.361145
28/01/2018,Phoenix/Tucson,0.68,902410.41,288508.97,12312.08,235248.48,147958.47,5698.89,388905.84,1592137.3,1,0,-112.074036,33.448376
28/01/2018,New Orleans/Mobile,1.43,258.61,212.78,0,7341.1,432.84,0,7773.94,8245.33,0,1,-90.071533,29.95106
28/01/2018,Nashville,1.63,41.96,2301.94,0,2704.59,1561.67,0,4266.26,6610.16,0,1,-86.76796,36.174465
28/01/2018,Northern New England,1.44,11731.68,360982.52,1920.26,31388.47,35837.4,116.67,67342.54,441977,1,0,-71.382437,42.407211
28/01/2018,Midsouth,1.62,3033.33,48878.5,911.57,101010.31,9062.74,0,110073.05,162896.45,0,1,,
28/01/2018,Miami /Ft. Lauderdale,1.43,162.09,272.81,0,7448.87,0,0,7448.87,7883.77,0,1,-80.191788,25.761681
28/01/2018,Louisville,1.48,1.27,1036.16,0,1853.15,355,0,2208.15,3245.58,0,1,-85.7584557,38.2526647
28/01/2018,Detroit,1.29,738.01,3026.96,0,12972.63,3326.3,0,16298.93,20073.36,0,1,-83.045753,42.331429
28/01/2018,Los Angeles,1.73,11366.1,25056.37,0,60596.54,7.14,0,60603.68,97026.15,0,1,-118.243683,34.052235
28/01/2018,Buffalo/Rochester,1.27,8099.96,76070.49,96.23,12060.74,62156.06,154.44,74371.24,158637.92,1,0,-78.878738,42.88023
28/01/2018,Orlando,1.35,262391.05,28265.08,1290.4,75243.3,47547.96,43.33,122834.59,414781.12,1,0,-81.379234,28.538336
28/01/2018,Las Vegas,1.78,1005.73,2110.22,0,5538.46,17.71,0,5556.17,8672.12,0,1,-115.172813,36.114647
28/01/2018,Philadelphia,1.23,90381.5,256525.12,390.07,183977.34,6289.85,320,190587.19,537883.88,1,0,-75.165222,39.952583
28/01/2018,Southeast,1.27,2420770.45,355406.02,16642.51,901796.49,485922.1,19436.67,1407155.26,4199974.24,1,0,,
28/01/2018,Nashville,1.08,103525.83,11727.15,500.49,79909.39,24040.98,1570,105520.37,221273.84,1,0,-86.76796,36.174465
28/01/2018,New York,1.2,82652.82,1501055.47,745.5,675215.26,18491.86,567.78,694274.9,2278728.69,1,0,-73.935242,40.73061
28/01/2018,Louisville,1.18,9754.12,34513.14,262.76,31382,20628.88,5.66,52016.54,96546.56,1,0,-85.7584557,38.2526647
28/01/2018,Columbus,1.03,60555.62,23671.37,3175.28,83156.44,16932.05,32.44,100120.93,187523.2,1,0,-82.98333,39.983334
28/01/2018,Dallas/Ft. Worth,0.82,781164.88,187033.59,5596.69,378776.69,80095.8,427.71,459300.2,1433095.36,1,0,-96.808891,32.779167
28/01/2018,Los Angeles,1.08,1134192.09,707838.42,81296.65,911703.94,16595.96,42090.91,970390.81,2893717.97,1,0,-118.243683,34.052235
28/01/2018,Denver,1.15,181751.78,215803.07,9803.85,111320.37,254537.95,1.11,365859.43,773218.13,1,0,-104.991531,39.742043
28/01/2018,Syracuse,1.34,3345.87,42297.35,62.85,5723.16,21890.92,0,27614.08,73320.15,1,0,-76.15448,43.088947
28/01/2018,West,1.01,2718390.81,1664995.75,93165.88,1254504.07,1260049.46,16159.34,2530712.87,7007265.31,1,0,,
28/01/2018,Detroit,1.14,80917,70055.35,14554.29,177720.43,23023.66,1185.32,201929.41,367456.05,1,0,-83.045753,42.331429
28/01/2018,Las Vegas,1.04,70883.01,109999.79,5322.27,82587.72,78955.87,404.63,161948.22,348153.29,1,0,-115.172813,36.114647
28/01/2018,Grand Rapids,1.55,2937.98,86845.82,30069.97,31880.77,1661.64,9278.37,42820.78,162674.55,1,0,-85.670006,42.963795
28/01/2018,Great Lakes,1.18,818434.82,1243174.16,259671.42,1200021.74,312985.52,22974.48,1535981.74,3857262.14,1,0,-82.484612,45.052238
28/01/2018,Harrisburg/Scranton,1.15,101247.63,112796.55,129.6,84111.58,447.33,336.67,84895.58,299069.36,1,0,-76.890739,40.26368
28/01/2018,Total U.S.,1.09,14551799.5,12119884.61,575974.74,9749412.19,3041125.42,133444.38,12923981.99,40171640.84,1,0,,
28/01/2018,Jacksonville,1.33,103226.13,11072.2,397.94,40095.88,33517.75,246.67,73860.3,188556.57,1,0,-81.655647,30.332184
28/01/2018,Hartford/Springfield,1.18,7854.32,360244.35,237.31,60495.46,3601.99,166.67,64264.12,432600.1,1,0,-89.65002,39.79999
28/01/2018,Houston,0.71,832418.81,103716.17,17666.27,609576.26,84377.48,103.33,694057.07,1647858.32,1,0,-95.358421,29.749907
28/01/2018,Indianapolis,0.92,64276.57,83870.54,8592.12,93966.39,14884.55,10.03,108860.97,265600.2,1,0,-86.148003,39.791
28/01/2018,West Tex/New Mexico,0.85,479147.93,179489.19,7314.98,143430.96,147376.43,326.67,291134.06,957086.16,1,0,-106.018066,34.307144
28/01/2018,Spokane,1.16,25211.46,28636.94,406.68,23389.62,10519.31,33.74,33942.67,88197.75,1,0,-117.426048,47.658779
28/01/2018,Cincinnati/Dayton,0.92,78131.98,27858.19,11786.66,155062.73,9071.23,2.7,164136.66,281913.49,1,0,-84.512016,39.103119
28/01/2018,Atlanta,1.67,390.17,5130.48,0,5602.18,3323.43,0,8925.61,14446.26,0,1,-84.387985,33.748997
28/01/2018,Denver,1.51,6132.33,550.8,36.18,20366.98,427.44,0,20794.42,27513.73,0,1,-104.991531,39.742043
28/01/2018,Dallas/Ft. Worth,1.45,4936.84,476.06,0,19613.2,1043.04,0,20656.24,26069.14,0,1,-96.808891,32.779167
28/01/2018,Charlotte,1.37,68666.93,79639.9,4802.79,89456.12,5327.39,0,94783.51,247893.13,1,0,-80.843124,35.227085
28/01/2018,Columbus,1.43,564.77,1557.33,0,4090.06,1457.15,0,5547.21,7669.31,0,1,-82.98333,39.983334
28/01/2018,New Orleans/Mobile,1.08,198062.3,21726.15,2409.57,81430.82,10352.92,933.33,92717.07,314915.09,1,0,-90.071533,29.95106
28/01/2018,Cincinnati/Dayton,1.51,702.32,4805.49,0,3133.44,6386.22,0,9519.66,15027.47,0,1,-84.512016,39.103119
28/01/2018,Chicago,1.72,215.4,31318.93,0,9236.61,0,0,9236.61,40770.94,0,1,-87.623177,41.881832
28/01/2018,Charlotte,1.76,21.47,6626.86,271.36,5080.46,432.43,0,5512.89,12432.58,0,1,-80.843124,35.227085
28/01/2018,California,1.87,30070.62,58357.89,0,82563.11,7.19,0,82570.3,170998.81,0,1,-119.417931,36.778259
28/01/2018,Chicago,1.36,108233.69,515116.55,124271.04,79871.28,120462.37,13.54,200347.19,947968.47,1,0,-87.623177,41.881832
28/01/2018,Buffalo/Rochester,1.17,232.33,150.46,0,11059.23,1963.93,0,13023.16,13405.95,0,1,-78.878738,42.88023
28/01/2018,Midsouth,1.19,778524.44,1643934.63,24013.62,1039975.99,157317.79,3595.9,1200889.68,3647362.37,1,0,,
28/01/2018,Boston,1.72,14.65,1628.45,0,27876.23,1327.02,0,29203.25,30846.35,0,1,-71.057083,42.361145
28/01/2018,Boise,1.78,52.42,580.64,0,294.66,1490.43,1.49,1786.58,2419.64,0,1,-116.215019,43.618881
28/01/2018,St. Louis,1.24,97083.74,7111.09,464.04,81101.21,22724.31,0,103825.52,208484.39,1,0,-90.199402,38.627003
28/01/2018,Baltimore/Washington,1.55,1236.06,8807.18,147.27,33859.68,8.89,0,33868.57,44059.08,0,1,-120.740135,47.751076
28/01/2018,Miami /Ft. Lauderdale,1.4,440406.44,54463.83,2465.91,95377.39,68491.98,6.67,163876.04,661212.22,1,0,-80.191788,25.761681
28/01/2018,Albany,1.32,433.66,374.96,0,6178.94,0,0,6178.94,6987.56,0,1,-73.756233,42.65258
28/01/2018,Northern New England,1.29,0,383.92,0,49904.71,0,0,49904.71,50288.63,0,1,-71.382437,42.407211
28/01/2018,Jacksonville,2.01,160.85,1076.66,6.49,1776.66,2683.73,0,4460.39,5704.39,0,1,-81.655647,30.332184
28/01/2018,Tampa,1.36,294233.52,36783.53,958.61,77554.08,51622.97,26.67,129203.72,461179.38,1,0,-82.452606,27.964157
28/01/2018,San Diego,1.07,168171.75,256042.84,16669.82,118366.92,4446.82,2436.66,125250.4,566134.81,1,0,-117.161087,32.71536
28/01/2018,Pittsburgh,1.38,1259.41,10.08,0,11867.69,0,0,11867.69,13137.18,0,1,-79.995888,40.440624
28/01/2018,Albany,1.57,3101.17,74627.23,55.59,11614.79,4159.58,66.67,15841.04,93625.03,1,0,-73.756233,42.65258
28/01/2018,Syracuse,1.19,30.09,128.49,0,5670.94,564.06,0,6235,6393.58,0,1,-76.15448,43.088947
28/01/2018,Baltimore/Washington,1.12,115283.7,805041.45,4257.45,225931.13,2019.02,6.67,227956.82,1152539.42,1,0,-120.740135,47.751076
28/01/2018,Seattle,1.99,954.77,11558.54,32,1487.79,21867.48,87.42,23442.69,35988,0,1,-122.335167,47.608013
28/01/2018,Roanoke,1.14,31259.73,49375.92,283.44,61701.01,16669.08,0,78370.09,159289.18,1,0,-79.941429,37.270969
28/01/2018,St. Louis,1.76,1399.87,649.18,0,2360,1888.3,0,4248.3,6297.35,0,1,-90.199402,38.627003
28/01/2018,Richmond/Norfolk,1.44,422.41,3934.4,93.87,9656.85,893.98,0,10550.83,15001.51,0,1,-77.4360481,37.5407246
28/01/2018,Sacramento,1.32,158788.12,233834.71,1129.27,67847.8,1197.57,6117.91,75163.28,468915.38,1,0,-121.478851,38.575764
28/01/2018,Spokane,1.7,195.24,1169.26,0,535.55,2400.71,0,2936.26,4300.76,0,1,-117.426048,47.658779
28/01/2018,Plains,1.64,2711.12,14479.56,0,27818.91,11910.63,0,39729.54,56920.22,0,1,-100.58976,37.262032
28/01/2018,Atlanta,1.08,267126.26,37573.74,1661.8,165156.6,83774.26,4167.78,253098.64,559460.44,1,0,-84.387985,33.748997
28/01/2018,Richmond/Norfolk,1.21,63753.71,104053.12,1743.34,87331.26,10414.48,10,97755.74,267305.91,1,0,-77.4360481,37.5407246
28/01/2018,Portland,1.34,80881.12,152913.11,16678.38,142712.01,92874.02,621.34,236207.37,486679.98,1,0,-122.676483,45.523064
28/01/2018,Portland,1.8,2550.43,2656.25,0,1006.14,15459.73,5.68,16471.55,21678.23,0,1,-122.676483,45.523064
28/01/2018,Southeast,1.55,1886.12,21288.86,121.72,63894.49,16051.83,0,79946.32,103243.02,0,1,,
28/01/2018,South Carolina,1.46,110.46,5096.23,94.82,8443.69,1193.04,0,9636.73,14938.24,0,1,-81.163727,33.836082
28/01/2018,Raleigh/Greensboro,1.9,145.91,6494.37,156.02,6924.72,275.03,0,7199.75,13996.05,0,1,-78.644257,35.787743
28/01/2018,Seattle,1.34,125676.32,178484.53,599.03,136634.87,106746.35,445.97,243827.19,548587.07,1,0,-122.335167,47.608013
28/01/2018,Tampa,1.61,156.01,859.2,0,5567.39,1113.29,0,6680.68,7695.89,0,1,-82.452606,27.964157
28/01/2018,Raleigh/Greensboro,1.34,93956.4,105608.44,5131.66,112705.62,4946.6,0,117652.22,322348.72,1,0,-78.644257,35.787743
28/01/2018,Roanoke,1.63,221.71,2293.88,0,4884.05,843.69,0,5727.74,8243.33,0,1,-79.941429,37.270969
28/01/2018,West Tex/New Mexico,1.71,1191.7,3431.5,0,8940.04,324.8,0,9264.84,13888.04,0,1,-106.018066,34.307144
28/01/2018,Sacramento,1.99,2280.4,3098,0,2253.33,0,0,2253.33,7631.73,0,1,-121.478851,38.575764
28/01/2018,Philadelphia,1.61,3878.22,3721.44,7.64,20602.87,47.01,0,20649.88,28257.18,0,1,-75.165222,39.952583
28/01/2018,West,1.8,22918.4,33051.14,93.52,77822.23,51986.86,102.38,129911.47,185974.53,0,1,,
28/01/2018,San Diego,1.91,1145.64,8284.41,0,8149.42,0,0,8149.42,17579.47,0,1,-117.161087,32.71536
28/01/2018,Plains,0.99,1387712.4,515698.93,6371.3,474701.92,149437.52,15.49,624154.93,2533937.56,1,0,-100.58976,37.262032
28/01/2018,San Francisco,1.38,246496.88,418612.3,2588.33,150232.81,402.62,3019.11,153654.54,821352.05,1,0,-122.431297,37.773972
28/01/2018,Boise,1.12,66653.8,1971.68,6961.61,20717.06,8682.47,38.83,29438.36,105025.45,1,0,-116.215019,43.618881
28/01/2018,San Francisco,2.27,9368.06,8808.8,0,2148.89,0,0,2148.89,20325.75,0,1,-122.431297,37.773972
28/01/2018,South Central,1.42,29301.71,4418.91,0,98629.14,5104.03,0,103733.17,137453.79,0,1,,
28/01/2018,Total U.S.,1.61,118616.17,280080.34,1270.61,796104.27,140652.84,102.38,936859.49,1336979.09,0,1,,
28/01/2018,South Central,0.82,3754423.75,780891.92,46906.91,2119296.19,408000.54,1321.68,2528618.41,7110840.99,1,0,,
28/01/2018,South Carolina,1.22,209197.71,72212.81,3511.52,109267.86,38526.25,2774.45,150568.56,435490.6,1,0,-81.163727,33.836082
28/01/2018,Phoenix/Tucson,1.69,1802.37,2243.06,0,9073.81,6.55,0,9080.36,13125.79,0,1,-112.074036,33.448376
18/02/2018,St. Louis,1.22,100935.83,7745.41,388.29,46000.98,17776.77,0,63777.75,172847.28,1,0,-90.199402,38.627003
18/02/2018,South Central,1.42,23406.88,5128.16,27.46,94331.46,11994.12,0,106325.58,134888.08,0,1,,
18/02/2018,San Diego,2.05,946.25,10002.06,0,6917.62,10,0,6927.62,17875.93,0,1,-117.161087,32.71536
18/02/2018,Boise,1.82,72.52,810.01,0,725.39,667.99,0,1393.38,2275.91,0,1,-116.215019,43.618881
18/02/2018,Chicago,1.53,67207.4,403149.52,131732.99,98803.7,35146.84,276.81,134227.35,736317.26,1,0,-87.623177,41.881832
18/02/2018,Columbus,1.44,434.86,1521.43,0,5850.92,0,0,5850.92,7807.21,0,1,-82.98333,39.983334
18/02/2018,Boston,1.83,11.63,1603.22,0,22938.29,3407.63,0,26345.92,27960.77,0,1,-71.057083,42.361145
18/02/2018,Nashville,1.05,96889.96,9241.74,323.04,84042.09,37977.78,1608.89,123628.76,230083.5,1,0,-86.76796,36.174465
18/02/2018,Charlotte,1.83,22.67,5878.08,232.08,5981.3,303.44,0,6284.74,12417.57,0,1,-80.843124,35.227085
18/02/2018,Midsouth,1.25,709218.57,1150144.86,24776.61,1015372.21,224403.31,11414.76,1251190.28,3135330.32,1,0,,
18/02/2018,South Carolina,1.43,145.58,4665.8,78.05,9900.82,653.66,0,10554.48,15443.91,0,1,-81.163727,33.836082
18/02/2018,California,1.97,27895.41,73827.57,0,65435.09,35.68,0,65470.77,167193.75,0,1,-119.417931,36.778259
18/02/2018,South Carolina,1.2,173173.18,65055.84,3355.35,115741.19,35864.29,3780.59,155386.07,396970.44,1,0,-81.163727,33.836082
18/02/2018,Baltimore/Washington,1.52,2125.96,12402.09,79.77,36927.99,28.89,0,36956.88,51564.7,0,1,-120.740135,47.751076
18/02/2018,San Francisco,2.25,9721.38,9543.71,0,2283.34,3.33,0,2286.67,21551.76,0,1,-122.431297,37.773972
18/02/2018,New Orleans/Mobile,1.02,173296.43,24837.13,1962,94229.99,12303.85,336.67,106870.51,306966.07,1,0,-90.071533,29.95106
18/02/2018,Roanoke,1.06,34945.28,34511.48,261,58311.72,27101.62,771.11,86184.45,155902.21,1,0,-79.941429,37.270969
18/02/2018,Cincinnati/Dayton,1.64,680.18,4321.38,0,4698.48,111.32,0,4809.8,9811.36,0,1,-84.512016,39.103119
18/02/2018,Chicago,1.66,259.18,24314.04,0,9095.36,10,0,9105.36,33678.58,0,1,-87.623177,41.881832
18/02/2018,Seattle,1.86,1033.98,12852.51,33.58,11523.9,14950.62,31.34,26505.86,40425.93,0,1,-122.335167,47.608013
18/02/2018,Buffalo/Rochester,1.23,542.58,103.62,0,5283.46,6201.38,0,11484.84,12131.04,0,1,-78.878738,42.88023
18/02/2018,Spokane,1.64,271.98,1421.43,0,1301.83,1751.89,0,3053.72,4747.13,0,1,-117.426048,47.658779
18/02/2018,Cincinnati/Dayton,0.83,71473.92,15783.23,7110.53,108121.76,28080.54,1159.9,137362.2,231729.88,1,0,-84.512016,39.103119
18/02/2018,Grand Rapids,1.52,1921.26,46210.79,26232.82,55370.67,5586.21,8550,69506.88,143871.75,1,0,-85.670006,42.963795
18/02/2018,Albany,1.43,5499.73,61661.76,75,15677.67,2336.08,380,18393.75,85630.24,1,0,-73.756233,42.65258
18/02/2018,Great Lakes,1.2,639056.82,856103.82,251048.73,1146466.95,412433.13,46612.59,1605512.67,3351722.04,1,0,-82.484612,45.052238
18/02/2018,Total U.S.,1.52,246515.35,680037.45,1905.46,783017.98,103184.01,39.97,886241.96,1814929.97,0,1,,
18/02/2018,Harrisburg/Scranton,1.25,67138.92,129856.77,111.37,71649,6605.65,1661.11,79915.76,277022.82,1,0,-76.890739,40.26368
18/02/2018,San Francisco,1.06,193705.48,835774.38,2425.38,113216.42,316.78,3636.48,117169.68,1149074.92,1,0,-122.431297,37.773972
18/02/2018,Las Vegas,1.13,60956.79,107433.65,6230.52,74636.88,75331.45,453.33,150421.66,325042.62,1,0,-115.172813,36.114647
18/02/2018,Tampa,1.33,274990.42,33938.4,1121.33,82223.49,49809.66,123.33,132156.48,442206.63,1,0,-82.452606,27.964157
18/02/2018,Jacksonville,1.31,103477.92,10571.97,409.49,34243.08,36218.18,83.33,70544.59,185003.97,1,0,-81.655647,30.332184
18/02/2018,Hartford/Springfield,1.42,11150.75,209791.73,212.96,60822.76,386.35,901.11,62110.22,283265.66,1,0,-89.65002,39.79999
18/02/2018,West,1.64,30149,38800.64,123.13,120428.13,35257.73,39.97,155725.83,224798.6,0,1,,
18/02/2018,Houston,0.68,931553.8,160780.41,4045.42,372117.42,103276.45,291.11,475684.98,1572064.61,1,0,-95.358421,29.749907
18/02/2018,West Tex/New Mexico,1.56,1892.05,1928.36,0,13553.53,223.18,0,13776.71,17597.12,0,1,-106.018066,34.307144
18/02/2018,Seattle,1.46,92450.89,135317,639.03,148877.37,90182.78,608.16,239668.31,468075.23,1,0,-122.335167,47.608013
18/02/2018,Total U.S.,1.08,13262751.42,10491918.44,552969.73,9023351.68,3151157.42,227738.8,12402247.9,36709887.49,1,0,,
18/02/2018,Tampa,1.5,131.47,781,0,6452.23,1169.83,0,7622.06,8534.53,0,1,-82.452606,27.964157
18/02/2018,West,0.98,2511897.38,1645249.93,107420.55,1311830.11,1187897.07,18810.98,2518538.16,6783106.02,1,0,,
18/02/2018,Detroit,1.11,70416.79,33890.23,18889.7,177738.87,48953.96,12077.42,238770.25,361966.97,1,0,-83.045753,42.331429
18/02/2018,Atlanta,1.56,429.96,4037.32,0,5920.95,777.34,0,6698.29,11165.57,0,1,-84.387985,33.748997
18/02/2018,Miami /Ft. Lauderdale,1.34,451052.19,52028.41,2264.07,95511.54,68415.66,73.33,164000.53,669345.2,1,0,-80.191788,25.761681
18/02/2018,Albany,1.43,4314.3,251.85,0,3000.02,0,0,3000.02,7566.17,0,1,-73.756233,42.65258
18/02/2018,Southeast,1.5,1973.3,19701.21,100.93,70925.9,10845.39,0,81771.29,103546.73,0,1,,
18/02/2018,West Tex/New Mexico,0.89,421321.21,191798.82,10065.33,130348.75,140202.81,3072.06,273623.62,896808.98,1,0,-106.018066,34.307144
18/02/2018,Sacramento,1.19,131656.46,330556.13,700.57,57058.58,3145.98,7129.43,67333.99,530247.15,1,0,-121.478851,38.575764
18/02/2018,Columbus,1.02,47570.1,13758.25,2239.22,76906.83,36898.98,1819.87,115625.68,179193.25,1,0,-82.98333,39.983334
18/02/2018,Syracuse,1.3,5423.11,33613.93,74.65,16019.89,10625.74,0,26645.63,65757.32,1,0,-76.15448,43.088947
18/02/2018,Louisville,1.06,21211.55,21287.42,197.27,33930.79,24059.49,835.55,58825.83,101522.07,1,0,-85.7584557,38.2526647
18/02/2018,Dallas/Ft. Worth,0.77,780856.19,250380.23,5033.93,268220.8,102051.19,15428.19,385700.18,1421970.53,1,0,-96.808891,32.779167
18/02/2018,St. Louis,1.76,1253.21,756.65,3.53,2970,2024,0,4994,7007.39,0,1,-90.199402,38.627003
18/02/2018,Denver,1.16,159850.99,197244.92,12929.9,126126.99,247827.01,0,373954,743979.81,1,0,-104.991531,39.742043
18/02/2018,Syracuse,1.3,310.36,84.43,0,2136.41,2561.63,0,4698.04,5092.83,0,1,-76.15448,43.088947
18/02/2018,San Diego,1.23,152250.41,119244.74,18614.87,147616.58,7409.57,2826.11,157852.26,447962.28,1,0,-117.161087,32.71536
18/02/2018,Los Angeles,1.08,1148398.39,357520.77,74811.86,1089251.46,33031.23,46705.04,1168987.73,2749718.75,1,0,-118.243683,34.052235
18/02/2018,Atlanta,1.04,229255.93,30082.73,1325.82,198897.13,76224.45,2661.95,277783.53,538448.01,1,0,-84.387985,33.748997
18/02/2018,Dallas/Ft. Worth,1.36,4546.52,787.2,0,19653.07,393.89,0,20046.96,25380.68,0,1,-96.808891,32.779167
18/02/2018,Orlando,1.57,281.04,1239.92,0,6697.78,1246.98,0,7944.76,9465.72,0,1,-81.379234,28.538336
18/02/2018,Las Vegas,1.64,1473.68,1915.56,0,7665.64,23.39,0,7689.03,11078.27,0,1,-115.172813,36.114647
18/02/2018,Hartford/Springfield,1.48,1201.04,40277.25,8.4,7566.48,295.69,0,7862.17,49348.86,0,1,-89.65002,39.79999
18/02/2018,Richmond/Norfolk,1.45,468.13,3416.33,60.67,10254.64,213.29,0,10467.93,14413.06,0,1,-77.4360481,37.5407246
18/02/2018,Phoenix/Tucson,1.51,2832.82,3012.13,0,12509.06,32.29,0,12541.35,18386.3,0,1,-112.074036,33.448376
18/02/2018,California,1.1,2086478.7,2413234.64,114573.33,1640897.04,47009.82,77026.3,1764933.16,6379219.83,1,0,-119.417931,36.778259
18/02/2018,Philadelphia,1.24,67616.46,233345.32,236.22,117913.98,22366.81,1833.89,142114.68,443312.68,1,0,-75.165222,39.952583
18/02/2018,New Orleans/Mobile,1.39,290.98,188.28,0,8156.67,603.56,0,8760.23,9239.49,0,1,-90.071533,29.95106
18/02/2018,Houston,1.41,6697.58,149.14,0,24082.3,100,0,24182.3,31029.02,0,1,-95.358421,29.749907
18/02/2018,Raleigh/Greensboro,1.99,140.37,5695.17,122.61,8197.97,84.8,0,8282.77,14240.92,0,1,-78.644257,35.787743
18/02/2018,Phoenix/Tucson,0.59,923293,242108.74,12876.81,228817.23,131177.62,6709.75,366704.6,1544983.15,1,0,-112.074036,33.448376
18/02/2018,Pittsburgh,1.36,963.42,32.46,0,14124.75,3.33,0,14128.08,15123.96,0,1,-79.995888,40.440624
18/02/2018,Indianapolis,1.34,230.01,1110.05,0,3988.42,2096.47,0,6084.89,7478.79,0,1,-86.148003,39.791
18/02/2018,Nashville,1.38,23.53,2027.68,0,3424.33,334.89,0,3759.22,5810.43,0,1,-86.76796,36.174465
18/02/2018,South Central,0.78,3904868.07,1066061.08,25700.92,1513446.56,496221.25,51564.12,2061231.93,7057862,1,0,,
18/02/2018,Midsouth,1.62,4053.94,55861.14,750.29,104813.94,1662.67,0,106476.61,167151.11,0,1,,
18/02/2018,Jacksonville,1.89,149.89,1094.56,2.62,2283.94,1858.67,0,4142.61,5389.68,0,1,-81.655647,30.332184
18/02/2018,Indianapolis,0.91,48716.42,27782.65,4155.93,86145.76,17865.71,1857.29,105868.76,186523.76,1,0,-86.148003,39.791
18/02/2018,Orlando,1.31,246434.79,23807.51,1357.35,83331.83,41450.24,186.66,124968.73,396568.38,1,0,-81.379234,28.538336
18/02/2018,Boise,1.25,39772.8,2363.06,8575.65,21029.36,9032.9,59.29,30121.55,80833.06,1,0,-116.215019,43.618881
18/02/2018,Denver,1.35,8065.46,597.63,49.7,27804.78,165.65,0,27970.43,36683.22,0,1,-104.991531,39.742043
18/02/2018,Portland,1.8,2304.48,4614.12,0,3448.31,10232.51,9.56,13690.38,20608.98,0,1,-122.676483,45.523064
18/02/2018,Miami /Ft. Lauderdale,1.52,138.51,772.24,0,7794.44,968.05,0,8762.49,9673.24,0,1,-80.191788,25.761681
18/02/2018,Portland,1.06,81789.75,278393.23,16614.38,160051.88,99595.36,481.09,260128.33,636925.69,1,0,-122.676483,45.523064
18/02/2018,Southeast,1.23,2267185.54,315802.19,16241.89,996473.57,475690.59,11494.2,1483658.36,4082887.98,1,0,,
18/02/2018,Los Angeles,1.88,9009.79,35316.2,0,44519.43,8.99,0,44528.42,88854.41,0,1,-118.243683,34.052235
18/02/2018,Plains,1.63,4145.56,16561.13,27.13,30261.94,15744.28,0,46006.22,66740.04,0,1,-100.58976,37.262032
